tweet_id,favorites,retweets,user_followers,user_favourites,date_time
885167619883638784,22237,4503,4484670,124451,2017-07-12 16:03:00
884925521741709313,78653,19061,4484670,124451,2017-07-12 00:01:00
884876753390489601,28363,6013,4484670,124451,2017-07-11 20:47:12
884562892145688576,24658,5062,4484670,124451,2017-07-11 00:00:02
884441805382717440,27357,5814,4484670,124451,2017-07-10 15:58:53
884247878851493888,73969,21016,4484670,124451,2017-07-10 03:08:17
884162670584377345,20668,3082,4484670,124451,2017-07-09 21:29:42
883838122936631299,22199,3543,4484670,124451,2017-07-09 00:00:04
883482846933004288,46578,10285,4484670,124451,2017-07-08 00:28:19
883360690899218434,22858,3786,4484670,124451,2017-07-07 16:22:55
883117836046086144,37722,6869,4484670,124451,2017-07-07 00:17:54
882992080364220416,24303,4068,4484670,124451,2017-07-06 15:58:11
882762694511734784,28736,5065,4484671,124451,2017-07-06 00:46:41
882627270321602560,28269,6272,4484671,124451,2017-07-05 15:48:34
882268110199369728,45624,11954,4484671,124451,2017-07-04 16:01:23
882045870035918850,29763,5140,4484671,124451,2017-07-04 01:18:17
881906580714921986,24646,3502,4484671,124451,2017-07-03 16:04:48
881666595344535552,51269,10990,4484671,124451,2017-07-03 00:11:11
881633300179243008,129,7,4484671,124451,2017-07-02 21:58:53
881536004380872706,50139,16477,4484671,124451,2017-07-02 15:32:16
881268444196462592,23397,5308,4484671,124451,2017-07-01 21:49:04
880935762899988482,17237,2861,4484671,124451,2017-06-30 23:47:07
880872448815771648,21609,3934,4484671,124451,2017-06-30 19:35:32
880465832366813184,28915,6465,4484671,124451,2017-06-29 16:39:47
880221127280381952,27482,4377,4484670,124451,2017-06-29 00:27:25
880095782870896641,27989,4478,4484670,124451,2017-06-28 16:09:20
879862464715927552,22571,3606,4484670,124451,2017-06-28 00:42:13
879674319642796034,316,10,4484670,124451,2017-06-27 12:14:36
879492040517615616,23711,3287,4484670,124451,2017-06-27 00:10:17
879415818425184262,107475,45495,4484670,124451,2017-06-26 19:07:24
879376492567855104,17003,3219,4484670,124451,2017-06-26 16:31:08
879130579576475649,0,7088,4484670,124451,2017-06-26 00:13:58
879050749262655488,22911,4868,4484670,124451,2017-06-25 18:56:45
879008229531029506,19214,2785,4484670,124451,2017-06-25 16:07:47
878776093423087618,19637,4259,4484670,124451,2017-06-25 00:45:22
878604707211726852,30728,7480,4484670,124451,2017-06-24 13:24:20
878404777348136964,0,1334,4484670,124451,2017-06-24 00:09:53
878316110768087041,0,6890,4484670,124451,2017-06-23 18:17:33
878281511006478336,7868,1334,4484670,124451,2017-06-23 16:00:04
878057613040115712,42617,7088,4484671,124451,2017-06-23 01:10:23
877736472329191424,81160,19838,4484672,124451,2017-06-22 03:54:17
877611172832227328,0,82,4484672,124451,2017-06-21 19:36:23
877556246731214848,23114,3951,4484672,124451,2017-06-21 15:58:08
877316821321428993,27752,5356,4484672,124451,2017-06-21 00:06:44
877201837425926144,27572,5793,4484672,124451,2017-06-20 16:29:50
876838120628539392,21001,3482,4484672,124451,2017-06-19 16:24:33
876537666061221889,23727,4755,4484672,124451,2017-06-18 20:30:39
876484053909872640,19039,2487,4484672,124451,2017-06-18 16:57:37
876120275196170240,28302,4850,4484672,124451,2017-06-17 16:52:05
875747767867523072,25628,4456,4484672,124451,2017-06-16 16:11:53
875144289856114688,22284,5089,4484672,124451,2017-06-15 00:13:52
875097192612077568,27834,6274,4484673,124451,2017-06-14 21:06:43
875021211251597312,25872,4867,4484673,124451,2017-06-14 16:04:48
874680097055178752,28290,4803,4484673,124451,2017-06-13 17:29:20
874434818259525634,0,15367,4484673,124451,2017-06-13 01:14:41
874296783580663808,26485,4264,4484674,124451,2017-06-12 16:06:11
874057562936811520,23006,4099,4484674,124451,2017-06-12 00:15:36
874012996292530176,35264,10860,4484674,124451,2017-06-11 21:18:31
873580283840344065,24665,4090,4484674,124451,2017-06-10 16:39:04
873337748698140672,0,1647,4484674,124451,2017-06-10 00:35:19
873213775632977920,7411,1647,4484674,124451,2017-06-09 16:22:42
872967104147763200,27837,5608,4484675,124451,2017-06-09 00:02:31
872820683541237760,14955,3847,4484675,124451,2017-06-08 14:20:41
872668790621863937,0,31,4484675,124451,2017-06-08 04:17:07
872620804844003328,21182,3860,4484675,124451,2017-06-08 01:06:27
872486979161796608,41327,9327,4484675,124451,2017-06-07 16:14:40
872261713294495745,34864,6581,4484675,124451,2017-06-07 01:19:32
872122724285648897,35099,8445,4484675,124451,2017-06-06 16:07:15
871879754684805121,38849,11745,4484675,124451,2017-06-06 00:01:46
871762521631449091,20646,3628,4484675,124451,2017-06-05 16:15:56
871515927908634625,20626,3595,4484675,124451,2017-06-04 23:56:03
871166179821445120,0,5933,4484675,124451,2017-06-04 00:46:17
871102520638267392,21348,5707,4484675,124451,2017-06-03 20:33:19
871032628920680449,23101,3960,4484675,124451,2017-06-03 15:55:36
870804317367881728,33602,6320,4484675,124451,2017-06-03 00:48:22
870726314365509632,120,3,4484675,124451,2017-06-02 19:38:25
870656317836468226,12733,2778,4484675,124451,2017-06-02 15:00:16
870374049280663552,84457,27390,4484675,124451,2017-06-01 20:18:38
870308999962521604,22313,4341,4484676,124451,2017-06-01 16:00:09
870063196459192321,37537,8738,4484676,124451,2017-05-31 23:43:25
869772420881756160,43404,10533,4484676,124451,2017-05-31 04:27:59
869702957897576449,28920,6642,4484676,124451,2017-05-30 23:51:58
869596645499047938,16376,3281,4484676,124451,2017-05-30 16:49:31
869227993411051520,20978,3990,4484676,124451,2017-05-29 16:24:37
868880397819494401,64944,14710,4484676,124451,2017-05-28 17:23:24
868639477480148993,0,2207,4484676,124451,2017-05-28 01:26:04
868622495443632128,28107,6207,4484676,124451,2017-05-28 00:18:35
868552278524837888,10462,2207,4484676,124451,2017-05-27 19:39:34
867900495410671616,24811,4394,4484676,124451,2017-05-26 00:29:37
867774946302451713,34930,7711,4484676,124451,2017-05-25 16:10:44
867421006826221569,16630,2663,4484676,124451,2017-05-24 16:44:18
867072653475098625,0,133,4484677,124451,2017-05-23 17:40:04
867051520902168576,33171,8334,4484677,124451,2017-05-23 16:16:06
866816280283807744,0,32573,4484677,124451,2017-05-23 00:41:20
866720684873056260,20741,5108,4484677,124451,2017-05-22 18:21:28
866686824827068416,19940,3693,4484677,124451,2017-05-22 16:06:55
866450705531457537,106197,32573,4484677,124451,2017-05-22 00:28:40
866334964761202691,54303,15367,4484676,124451,2017-05-21 16:48:45
866094527597207552,0,8837,4484676,124451,2017-05-21 00:53:21
865718153858494464,26456,5942,4484676,124451,2017-05-19 23:57:46
865359393868664832,27336,5307,4484676,124451,2017-05-19 00:12:11
865006731092295680,28894,8118,4484676,124451,2017-05-18 00:50:50
864873206498414592,33432,9270,4484676,124451,2017-05-17 16:00:15
864279568663928832,15103,3237,4484676,124451,2017-05-16 00:41:21
864197398364647424,31239,9501,4484676,124451,2017-05-15 19:14:50
863907417377173506,21320,4395,4484676,124451,2017-05-15 00:02:33
863553081350529029,15832,4442,4484676,124451,2017-05-14 00:34:33
863471782782697472,0,2647,4484676,124451,2017-05-13 19:11:30
863432100342583297,24646,5599,4484676,124451,2017-05-13 16:33:49
863427515083354112,2346,105,4484676,124451,2017-05-13 16:15:35
863079547188785154,9061,1183,4484676,124451,2017-05-12 17:12:53
863062471531167744,8879,2647,4484676,124451,2017-05-12 16:05:02
862831371563274240,19895,5398,4484676,124451,2017-05-12 00:46:44
862722525377298433,17674,3759,4484676,124451,2017-05-11 17:34:13
862457590147678208,21332,5310,4484676,124451,2017-05-11 00:01:27
862096992088072192,77486,24864,4484676,124451,2017-05-10 00:08:34
861383897657036800,37480,11401,4484676,124451,2017-05-08 00:54:59
861288531465048066,17886,4445,4484676,124451,2017-05-07 18:36:02
861005113778896900,17385,4068,4484676,124451,2017-05-06 23:49:50
860981674716409858,0,2300,4484676,124451,2017-05-06 22:16:42
860924035999428608,0,876,4484676,124451,2017-05-06 18:27:40
860563773140209665,7820,2300,4484676,124451,2017-05-05 18:36:06
860524505164394496,24521,5630,4484676,124451,2017-05-05 16:00:04
860276583193509888,19021,3709,4484676,124451,2017-05-04 23:34:55
860184849394610176,17374,6250,4484676,124451,2017-05-04 17:30:24
860177593139703809,0,33070,4484676,124451,2017-05-04 17:01:34
859924526012018688,19899,4302,4484676,124451,2017-05-04 00:15:58
859851578198683649,16005,3742,4484676,124451,2017-05-03 19:26:06
859607811541651456,19351,1687,4484676,124451,2017-05-03 03:17:27
859196978902773760,93821,32436,4484676,124451,2017-05-02 00:04:57
859074603037188101,35334,14593,4484676,124451,2017-05-01 15:58:40
858860390427611136,0,8725,4484676,124451,2017-05-01 01:47:28
858843525470990336,16188,3728,4484676,124451,2017-05-01 00:40:27
858471635011153920,22463,5212,4484676,124451,2017-04-30 00:02:42
858107933456039936,16418,3126,4484677,124451,2017-04-28 23:57:28
857989990357356544,16836,2780,4484677,124451,2017-04-28 16:08:49
857746408056729600,35791,11390,4484677,124451,2017-04-28 00:00:54
857393404942143489,6195,1766,4484677,124451,2017-04-27 00:38:11
857263160327368704,20896,4876,4484677,124451,2017-04-26 16:00:39
857214891891077121,240,20,4484677,124451,2017-04-26 12:48:51
857062103051644929,0,182,4484677,124451,2017-04-26 02:41:43
857029823797047296,19777,4312,4484677,124451,2017-04-26 00:33:27
856602993587888130,0,11526,4484677,124451,2017-04-24 20:17:23
856543823941562368,17031,3100,4484677,124451,2017-04-24 16:22:16
856526610513747968,12380,2039,4484677,124451,2017-04-24 15:13:52
856330835276025856,0,725,4484678,124451,2017-04-24 02:15:55
856288084350160898,539,17,4484678,124451,2017-04-23 23:26:03
856282028240666624,28907,6781,4484678,124451,2017-04-23 23:01:59
855862651834028034,353,28,4484678,124451,2017-04-22 19:15:32
855860136149123072,4723,1084,4484678,124451,2017-04-22 19:05:32
855857698524602368,12405,2291,4484678,124451,2017-04-22 18:55:51
855851453814013952,47534,19035,4484678,124451,2017-04-22 18:31:02
855818117272018944,27886,5877,4484678,124451,2017-04-22 16:18:34
855459453768019968,31461,8910,4484678,124451,2017-04-21 16:33:22
855245323840757760,0,6495,4484678,124451,2017-04-21 02:22:29
855138241867124737,0,50,4484679,124451,2017-04-20 19:16:59
854732716440526848,24044,6628,4484679,124451,2017-04-19 16:25:34
854482394044301312,30895,7514,4484679,124451,2017-04-18 23:50:52
854365224396361728,19906,5105,4484679,124451,2017-04-18 16:05:17
854120357044912130,33684,8202,4484679,124451,2017-04-17 23:52:16
854010172552949760,17052,3408,4484679,124451,2017-04-17 16:34:26
853760880890318849,30226,6323,4484679,124451,2017-04-17 00:03:50
853639147608842240,36926,11137,4484679,124451,2017-04-16 16:00:07
853299958564483072,16405,3896,4484679,124451,2017-04-15 17:32:18
852936405516943360,0,2216,4484679,124451,2017-04-14 17:27:40
852912242202992640,9566,2019,4484679,124451,2017-04-14 15:51:39
852672615818899456,15810,2354,4484679,124451,2017-04-13 23:59:28
852553447878664193,17354,3844,4484679,124451,2017-04-13 16:05:56
852311364735569921,35094,10853,4484679,124451,2017-04-13 00:03:59
852226086759018497,21221,7499,4484679,124451,2017-04-12 18:25:07
852189679701164033,12134,1729,4484679,124451,2017-04-12 16:00:27
851953902622658560,0,10598,4484679,124451,2017-04-12 00:23:33
851861385021730816,0,23,4484679,124451,2017-04-11 18:15:55
851591660324737024,17195,3793,4484679,124451,2017-04-11 00:24:08
851464819735769094,25770,7772,4484680,124451,2017-04-10 16:00:07
851224888060895234,21958,6294,4484680,124451,2017-04-10 00:06:42
850753642995093505,33101,10247,4484680,124451,2017-04-08 16:54:09
850380195714523136,13897,2881,4484680,124451,2017-04-07 16:10:12
850333567704068097,3626,365,4484680,124451,2017-04-07 13:04:55
850145622816686080,17396,4208,4484680,124451,2017-04-07 00:38:06
850019790995546112,21793,5401,4484680,124451,2017-04-06 16:18:05
849776966551130114,32480,8401,4484680,124451,2017-04-06 00:13:11
849668094696017920,0,5468,4484680,124451,2017-04-05 17:00:34
849412302885593088,16927,3450,4484680,124451,2017-04-05 00:04:08
849336543269576704,12171,2082,4484680,124451,2017-04-04 19:03:06
849051919805034497,32404,7307,4484680,124451,2017-04-04 00:12:06
848690551926992896,26906,4771,4484680,124451,2017-04-03 00:16:10
848324959059550208,26480,5095,4484680,124451,2017-04-02 00:03:26
848213670039564288,8764,824,4484680,124451,2017-04-01 16:41:12
848212111729840128,17487,3409,4484680,124451,2017-04-01 16:35:01
847978865427394560,0,3619,4484680,124451,2017-04-01 01:08:10
847971574464610304,0,477,4484680,124451,2017-04-01 00:39:12
847962785489326080,25123,5677,4484680,124451,2017-04-01 00:04:17
847842811428974592,5893,1500,4484680,124451,2017-03-31 16:07:33
847617282490613760,7500,461,4484680,124451,2017-03-31 01:11:22
847606175596138505,20060,3745,4484680,124451,2017-03-31 00:27:14
847251039262605312,21868,4754,4484680,124451,2017-03-30 00:56:03
847157206088847362,21432,6503,4484680,124451,2017-03-29 18:43:12
847116187444137987,22942,3547,4484680,124451,2017-03-29 16:00:12
846874817362120707,21525,4367,4484680,124451,2017-03-29 00:01:05
846514051647705089,48031,12935,4484680,124451,2017-03-28 00:07:32
846505985330044928,15184,3448,4484681,124451,2017-03-27 23:35:28
846153765933735936,34136,10107,4484681,124451,2017-03-27 00:15:53
846139713627017216,33004,10869,4484681,124451,2017-03-26 23:20:02
846042936437604353,17143,3194,4484681,124451,2017-03-26 16:55:29
845812042753855489,31475,9772,4484681,124451,2017-03-26 01:38:00
845677943972139009,26951,5311,4484681,124451,2017-03-25 16:45:08
845459076796616705,0,14899,4484681,124451,2017-03-25 02:15:26
845397057150107648,8187,2045,4484681,124451,2017-03-24 22:08:59
845306882940190720,25059,5986,4484681,124451,2017-03-24 16:10:40
845098359547420673,0,8549,4484681,124451,2017-03-24 02:22:04
844979544864018432,14628,2883,4484681,124451,2017-03-23 18:29:57
844973813909606400,16244,3579,4484681,124451,2017-03-23 18:07:10
844704788403113984,41711,11526,4484681,124451,2017-03-23 00:18:10
844580511645339650,17723,3501,4484681,124451,2017-03-22 16:04:20
844223788422217728,14649,2435,4484681,124451,2017-03-21 16:26:50
843981021012017153,16214,3254,4484681,124451,2017-03-21 00:22:10
843856843873095681,23035,5180,4484682,124451,2017-03-20 16:08:44
843604394117681152,18169,3050,4484682,124451,2017-03-19 23:25:35
843235543001513987,23142,6784,4484682,124451,2017-03-18 22:59:54
842846295480000512,16343,3987,4484683,124451,2017-03-17 21:13:10
842765311967449089,7270,1430,4484683,124451,2017-03-17 15:51:22
842535590457499648,19488,3903,4484683,124451,2017-03-17 00:38:32
842163532590374912,26413,6495,4484683,124451,2017-03-16 00:00:07
842115215311396866,15099,3354,4484683,124451,2017-03-15 20:48:07
841833993020538882,0,17308,4484684,124451,2017-03-15 02:10:39
841680585030541313,27647,8664,4484684,124451,2017-03-14 16:01:03
841439858740625411,13656,4122,4484684,124451,2017-03-14 00:04:30
841320156043304961,21277,6043,4484684,124451,2017-03-13 16:08:50
841314665196081154,17166,5256,4484684,124451,2017-03-13 15:47:01
841077006473256960,24749,5933,4484684,124451,2017-03-13 00:02:39
840761248237133825,0,1954,4484684,124451,2017-03-12 03:07:56
840728873075638272,0,18125,4484684,124451,2017-03-12 00:59:17
840698636975636481,196,3,4484684,124451,2017-03-11 22:59:09
840696689258311684,13280,1107,4484684,124451,2017-03-11 22:51:24
840632337062862849,9690,1954,4484684,124451,2017-03-11 18:35:42
840370681858686976,17788,5105,4484684,124451,2017-03-11 01:15:58
840268004936019968,20810,6429,4484684,124451,2017-03-10 18:27:58
839990271299457024,14519,2569,4484685,124451,2017-03-10 00:04:21
839549326359670784,29758,8725,4484685,124451,2017-03-08 18:52:12
839290600511926273,0,158,4484685,124451,2017-03-08 01:44:07
839239871831150596,29457,7348,4484685,124451,2017-03-07 22:22:32
838952994649550848,21183,4467,4484685,124451,2017-03-07 03:22:35
838921590096166913,12096,2329,4484685,124451,2017-03-07 01:17:48
838916489579200512,0,37,4484685,124451,2017-03-07 00:57:32
838831947270979586,0,12482,4484685,124451,2017-03-06 19:21:35
838561493054533637,11805,1489,4484685,124451,2017-03-06 01:26:54
838476387338051585,24509,5428,4484685,124451,2017-03-05 19:48:43
838201503651401729,0,11415,4484685,124451,2017-03-05 01:36:26
838150277551247360,1813,364,4484685,124451,2017-03-04 22:12:52
838085839343206401,149,0,4484685,124451,2017-03-04 17:56:49
838083903487373313,19059,3538,4484685,124451,2017-03-04 17:49:08
837820167694528512,37040,8837,4484685,124451,2017-03-04 00:21:08
837482249356513284,4168,491,4484685,124451,2017-03-03 01:58:22
837471256429613056,13871,2598,4484685,124451,2017-03-03 01:14:41
837366284874571778,22885,5945,4484685,124451,2017-03-02 18:17:34
837110210464448512,17353,2703,4484685,124451,2017-03-02 01:20:01
837012587749474308,0,86,4484685,124451,2017-03-01 18:52:06
836989968035819520,13796,2583,4484685,124451,2017-03-01 17:22:13
836753516572119041,20858,5180,4484685,124451,2017-03-01 01:42:39
836677758902222849,13683,2497,4484685,124451,2017-02-28 20:41:37
836648853927522308,0,619,4484685,124451,2017-02-28 18:46:45
836397794269200385,0,31016,4484685,124451,2017-02-28 02:09:08
836380477523124226,15937,3304,4484685,124451,2017-02-28 01:00:19
836260088725786625,23017,4809,4484685,124451,2017-02-27 17:01:56
836001077879255040,20759,4879,4484685,124451,2017-02-26 23:52:43
835685285446955009,0,9228,4484685,124451,2017-02-26 02:57:52
835574547218894849,19302,4086,4484685,124451,2017-02-25 19:37:50
835536468978302976,0,1924,4484685,124451,2017-02-25 17:06:32
835309094223372289,0,23737,4484685,124451,2017-02-25 02:03:02
835297930240217089,17756,3361,4484685,124451,2017-02-25 01:18:40
835264098648616962,8438,1924,4484685,124451,2017-02-24 23:04:14
835246439529840640,2248,82,4484685,124451,2017-02-24 21:54:03
835172783151792128,28374,6461,4484685,124451,2017-02-24 17:01:22
835152434251116546,24394,3411,4484685,124451,2017-02-24 15:40:31
834931633769889797,11761,1862,4484685,124451,2017-02-24 01:03:08
834786237630337024,22818,6114,4484685,124451,2017-02-23 15:25:23
834574053763584002,14888,2859,4484685,124451,2017-02-23 01:22:14
834477809192075265,0,12084,4484686,124451,2017-02-22 18:59:48
834458053273591808,10446,1887,4484686,124451,2017-02-22 17:41:18
834209720923721728,22418,5417,4484686,124451,2017-02-22 01:14:30
834167344700198914,17088,4093,4484686,124451,2017-02-21 22:26:07
834089966724603904,10919,2404,4484686,124451,2017-02-21 17:18:39
834086379323871233,14199,2494,4484686,124451,2017-02-21 17:04:24
833863086058651648,14551,2706,4484686,124451,2017-02-21 02:17:06
833826103416520705,16622,3869,4484686,124451,2017-02-20 23:50:09
833732339549220864,0,247,4484686,124451,2017-02-20 17:37:34
833722901757046785,22451,3612,4484686,124451,2017-02-20 17:00:04
833479644947025920,16149,2336,4484687,124451,2017-02-20 00:53:27
833124694597443584,21990,5468,4484687,124451,2017-02-19 01:23:00
832998151111966721,14464,2498,4484687,124451,2017-02-18 17:00:10
832769181346996225,0,44,4484687,124451,2017-02-18 01:50:19
832757312314028032,18299,4089,4484687,124451,2017-02-18 01:03:09
832682457690300417,12926,3332,4484687,124451,2017-02-17 20:05:43
832645525019123713,3178,586,4484687,124451,2017-02-17 17:38:57
832636094638288896,17264,3185,4484687,124451,2017-02-17 17:01:29
832397543355072512,13028,2516,4484687,124451,2017-02-17 01:13:34
832369877331693569,18666,3619,4484687,124451,2017-02-16 23:23:38
832273440279240704,12297,2647,4484687,124451,2017-02-16 17:00:25
832215909146226688,0,6996,4484687,124451,2017-02-16 13:11:49
832215726631055365,0,10601,4484687,124451,2017-02-16 13:11:05
832088576586297345,72,3,4484687,124451,2017-02-16 04:45:50
832040443403784192,0,11008,4484687,124451,2017-02-16 01:34:34
832032802820481025,13787,4704,4484687,124451,2017-02-16 01:04:13
831939777352105988,26182,6965,4484687,124451,2017-02-15 18:54:34
831926988323639298,368,39,4484687,124451,2017-02-15 18:03:45
831911600680497154,30147,7386,4484687,124451,2017-02-15 17:02:36
831670449226514432,11387,2043,4484687,124451,2017-02-15 01:04:21
831650051525054464,7837,2216,4484687,124451,2017-02-14 23:43:18
831552930092285952,9811,2608,4484687,124451,2017-02-14 17:17:22
831322785565769729,9979,1729,4484687,124451,2017-02-14 02:02:51
831315979191906304,7061,1256,4484687,124451,2017-02-14 01:35:49
831309418084069378,12740,2759,4484687,124451,2017-02-14 01:09:44
831262627380748289,12978,2333,4484688,124451,2017-02-13 22:03:49
830956169170665475,8681,1721,4484688,124451,2017-02-13 01:46:03
830583320585068544,72927,19111,4484688,124451,2017-02-12 01:04:29
830173239259324417,0,6487,4484688,124451,2017-02-10 21:54:58
830097400375152640,10730,3428,4484688,124451,2017-02-10 16:53:37
829878982036299777,0,5708,4484688,124451,2017-02-10 02:25:42
829861396166877184,13359,2222,4484688,124451,2017-02-10 01:15:49
829501995190984704,34655,12084,4484688,124451,2017-02-09 01:27:41
829449946868879360,11454,2307,4484688,124451,2017-02-08 22:00:52
829374341691346946,37816,10598,4484688,124451,2017-02-08 17:00:26
829141528400556032,26766,8447,4484688,124451,2017-02-08 01:35:19
829011960981237760,57845,18455,4484688,124451,2017-02-07 17:00:28
828801551087042563,0,3860,4484688,124451,2017-02-07 03:04:22
828770345708580865,27897,6682,4484688,124451,2017-02-07 01:00:22
828708714936930305,39971,12755,4484688,124451,2017-02-06 20:55:28
828650029636317184,10402,1532,4484688,124451,2017-02-06 17:02:17
828409743546925057,6865,1293,4484688,124451,2017-02-06 01:07:28
828408677031882754,8352,1461,4484688,124451,2017-02-06 01:03:14
828381636999917570,13778,2524,4484688,124451,2017-02-05 23:15:47
828376505180889089,8066,1203,4484688,124451,2017-02-05 22:55:23
828372645993398273,13668,3313,4484688,124451,2017-02-05 22:40:03
828361771580813312,2394,194,4484688,124451,2017-02-05 21:56:51
828046555563323392,12853,3231,4484688,124451,2017-02-05 01:04:17
828011680017821696,11319,2430,4484688,124451,2017-02-04 22:45:42
827933404142436356,22034,5927,4484688,124451,2017-02-04 17:34:40
827653905312006145,16866,3401,4484688,124451,2017-02-03 23:04:02
827600520311402496,8097,1076,4484688,124451,2017-02-03 19:31:54
827324948884643840,17394,3470,4484688,124451,2017-02-03 01:16:53
827228250799742977,0,13392,4484688,124451,2017-02-02 18:52:38
827199976799354881,11579,2552,4484688,124451,2017-02-02 17:00:17
826958653328592898,23601,5708,4484688,124451,2017-02-02 01:01:21
826848821049180160,40055,11742,4484688,124451,2017-02-01 17:44:55
826615380357632002,0,4474,4484688,124451,2017-02-01 02:17:19
826598799820865537,5608,290,4484688,124451,2017-02-01 01:11:25
826598365270007810,11036,2685,4484688,124451,2017-02-01 01:09:42
826476773533745153,20140,4781,4484688,124451,2017-01-31 17:06:32
826240494070030336,14530,2946,4484688,124451,2017-01-31 01:27:39
826204788643753985,5328,1067,4484688,124451,2017-01-30 23:05:46
826115272272650244,17178,3568,4484688,124451,2017-01-30 17:10:04
825876512159186944,11434,2131,4484688,124451,2017-01-30 01:21:19
825829644528148480,13931,2828,4484688,124451,2017-01-29 22:15:05
825535076884762624,56051,19486,4484688,124451,2017-01-29 02:44:34
825147591692263424,20050,5202,4484688,124451,2017-01-28 01:04:51
825120256414846976,0,1468,4484688,124451,2017-01-27 23:16:13
825026590719483904,6961,1468,4484689,124451,2017-01-27 17:04:02
824796380199809024,0,6232,4484689,124451,2017-01-27 01:49:15
824775126675836928,16390,4025,4484689,124451,2017-01-27 00:24:48
824663926340194305,11036,1977,4484689,124451,2017-01-26 17:02:56
824325613288833024,12903,11748,4484689,124451,2017-01-25 18:38:36
824297048279236611,16493,4423,4484689,124451,2017-01-25 16:45:05
824025158776213504,5223,674,4484689,124451,2017-01-24 22:44:42
823939628516474880,11679,3089,4484689,124451,2017-01-24 17:04:50
823719002937630720,0,12830,4484689,124451,2017-01-24 02:28:08
823699002998870016,13747,2748,4484689,124451,2017-01-24 01:08:40
823581115634085888,14286,3013,4484689,124451,2017-01-23 17:20:14
823333489516937216,772,30,4484689,124451,2017-01-23 00:56:15
823322678127919110,17306,4595,4484689,124451,2017-01-23 00:13:17
823269594223824897,0,11302,4484689,124451,2017-01-22 20:42:21
822975315408461824,19010,3921,4484689,124451,2017-01-22 01:12:59
822872901745569793,131903,47748,4484690,124451,2017-01-21 18:26:02
822859134160621569,14474,2602,4484690,124451,2017-01-21 17:31:20
822647212903690241,0,7319,4484690,124451,2017-01-21 03:29:14
822610361945911296,16207,3392,4484690,124451,2017-01-21 01:02:48
822489057087389700,19963,7319,4484690,124451,2017-01-20 17:00:46
822462944365645825,31549,16992,4484690,124451,2017-01-20 15:17:01
822244816520155136,38580,11302,4484690,124451,2017-01-20 00:50:15
822163064745328640,0,5506,4484690,124451,2017-01-19 19:25:24
821886076407029760,12490,2673,4484690,124451,2017-01-19 01:04:45
821813639212650496,0,3792,4484690,124451,2017-01-18 20:16:54
821765923262631936,9266,1889,4484691,124451,2017-01-18 17:07:18
821522889702862852,8819,2014,4484691,124451,2017-01-18 01:01:34
821421320206483457,0,6393,4484691,124451,2017-01-17 18:17:58
821407182352777218,12983,5003,4484691,124451,2017-01-17 17:21:47
821153421864615936,278,10,4484691,124451,2017-01-17 00:33:26
821149554670182400,9643,2303,4484691,124451,2017-01-17 00:18:04
821107785811234820,10569,2461,4484690,124451,2017-01-16 21:32:06
821044531881721856,13929,2612,4484690,124451,2017-01-16 17:20:45
